Raw Input (OMIT FROM MAP),Date,Type of Beacon,Type of Rescue,Beacon Description,Latitude,Longitude,# Saves,Homeport,Description
"Home Port - Barrow, AK
On 01 January 2019 at 1409 UTC (909 EST) a Personal Locator Beacon (PLB) was detected at 70 56.5N 157 29.3W, 31 miles north of Atqasuk, AK. It was activated when the operator of a snowmobile became stranded. The Alaska Rescue Coordination Center received the alert and notified North Slope Borough Search and Rescue, which deployed a rescue team that transported the operator to safety. 
1 SARSAT RESCUE
",01/01/2019,PLB,T,PLB (Personal Locator Beacon),70.94166667,-157.4883333,1,"Home Port - Barrow, AK","On 01 January 2019 at 1409 UTC (909 EST) a Personal Locator Beacon (PLB) was detected at 70 56.5N 157 29.3W, 31 miles north of Atqasuk, AK. It was activated when the operator of a snowmobile became stranded. The Alaska Rescue Coordination Center received the alert and notified North Slope Borough Search and Rescue, which deployed a rescue team that transported the operator to safety. "
"Home Port - Huntington Beach, CA
On 03 January 2019 at 1830 UTC (1330 EST) an  Emergency Position Indicating Radiobeacon (EPIRB) was detected at 33 34.0N 118 03.8W, 6 NM southwest of Huntington Beach, CA. It was activated when the pleasure craft NAI'A, with 2 people on board, capsized and sank. Coast Guard District 11 received the alert and launched a response boat from Sector Los Angeles that found both people in the water suffering from injuries (one minor, one critical). They were transported to shore, then taken by the Orange County Sheriff's Department to a nearby hospital for treatment. 
2 SARSAT RESCUES
",01/03/2019,EPIRB,M,"EPIRB (Emergency Position-Indicating Radio Beacon, Maritime Applications)",33.56666667,-118.0633333,2,"Home Port - Huntington Beach, CA","On 03 January 2019 at 1830 UTC (1330 EST) an  Emergency Position Indicating Radiobeacon (EPIRB) was detected at 33 34.0N 118 03.8W, 6 NM southwest of Huntington Beach, CA. It was activated when the pleasure craft NAI'A, with 2 people on board, capsized and sank. Coast Guard District 11 received the alert and launched a response boat from Sector Los Angeles that found both people in the water suffering from injuries (one minor, one critical). They were transported to shore, then taken by the Orange County Sheriff's Department to a nearby hospital for treatment. "
"Home Port - Anchorage, AK
On 04 January 2019 at 0047 UTC (1947 03 Jan EST) an Emergency Locator Transmitter (ELT) was detected at 60 53.3N 148 45.4W, 8 miles northeast of Portage, AK. It was manually activated when a single-engine ski plane, with 3 people on board, began sinking after attempting to take off from a frozen lake. The Alaska Rescue Coordination Center received the alert, contacted the Alaska State Troopers (AST), and launched a helicopter to the location. The helicopter arrived on scene, hoisted the passengers out of the partly submerged aircraft, then AST transported them to safety. 
3 SARSAT RESCUES
",01/04/2019,ELT,A,"ELT (Emergency Locator Transponder, Aviation Applications)",60.88833333,-148.7566667,3,"Home Port - Anchorage, AK","On 04 January 2019 at 0047 UTC (1947 03 Jan EST) an Emergency Locator Transmitter (ELT) was detected at 60 53.3N 148 45.4W, 8 miles northeast of Portage, AK. It was manually activated when a single-engine ski plane, with 3 people on board, began sinking after attempting to take off from a frozen lake. The Alaska Rescue Coordination Center received the alert, contacted the Alaska State Troopers (AST), and launched a helicopter to the location. The helicopter arrived on scene, hoisted the passengers out of the partly submerged aircraft, then AST transported them to safety. "
"Home Port - Stuart, FL
On 06 January 2019 at 0508 UTC (0008 est) an Emergency Position Indicating Radiobeacon (EPIRB) was detected at 27 07.3N 79 43.9W, 20 NM northeast of Jupiter, FL. It was manually activated when a 33-foot pleasure craft, with 5 people on board, lost power. Prior to the activation, the crew of the vessel requested assistance from Sector Miami (SECMIA) via VHF radio. SECMIA contacted SEATOW, but SEATOW was unable to locate the vessel. Once the EPIRB activated, Coast Guard District 7 received the alert and passed the coordinates to SEATOW. SEATOW then arrived on scene, jump-started the battery, and reported that the pleasure craft was making way under its own power.
5 SARSAT RESCUES
",01/06/2019,EPIRB,M,"EPIRB (Emergency Position-Indicating Radio Beacon, Maritime Applications)",27.12166667,-79.73166667,5,"Home Port - Stuart, FL","On 06 January 2019 at 0508 UTC (0008 est) an Emergency Position Indicating Radiobeacon (EPIRB) was detected at 27 07.3N 79 43.9W, 20 NM northeast of Jupiter, FL. It was manually activated when a 33-foot pleasure craft, with 5 people on board, lost power. Prior to the activation, the crew of the vessel requested assistance from Sector Miami (SECMIA) via VHF radio. SECMIA contacted SEATOW, but SEATOW was unable to locate the vessel. Once the EPIRB activated, Coast Guard District 7 received the alert and passed the coordinates to SEATOW. SEATOW then arrived on scene, jump-started the battery, and reported that the pleasure craft was making way under its own power."
"Home Port - Punta Gorda, FL
On 19 January 2019 at 1757 UTC (1257 EST) a Personal Locator Beacon (PLB) was detected at 26 44.4N 082 53.2W, 45 NM west of Punta Gorda, FL. The beacon was manually activated by the operator of a 26-foot sport fishing vessel who was stuck in its bilge. Coast Guard District 7 received the alert and launched a helicopter from Air Station Clearwater. The helicopter lowered a rescue swimmer, who freed the uninjured operator. The vessel returned to shore with no additional assistance. 
1 SARSAT RESCUE
",01/19/2019,PLB,M,PLB (Personal Locator Beacon),26.74,-82.88666667,1,"Home Port - Punta Gorda, FL","On 19 January 2019 at 1757 UTC (1257 EST) a Personal Locator Beacon (PLB) was detected at 26 44.4N 082 53.2W, 45 NM west of Punta Gorda, FL. The beacon was manually activated by the operator of a 26-foot sport fishing vessel who was stuck in its bilge. Coast Guard District 7 received the alert and launched a helicopter from Air Station Clearwater. The helicopter lowered a rescue swimmer, who freed the uninjured operator. The vessel returned to shore with no additional assistance. "
"Home Port - Hammond, LA
On 20 January 2019 at 1930 UTC (1430 EST) an Emergency Locator Transmitter (ELT) was detected at 28 18.8N 099 00.9W, 10 miles south of Los Angeles, TX. It was activated when a single-engine aircraft, with 1 person on board, crashed. The Air Force Rescue Coordination Center (AFRCC) received the alert and made contact with the owner, who was unsure of the status of the aircraft. The AFRCC notified the Webb County Sheriff's Department, which dispatched units to the SARSAT position that assisted the uninjured pilot from the wreckage. 
1 SARSAT RESCUE
",01/20/2019,ELT,A,"ELT (Emergency Locator Transponder, Aviation Applications)",28.31333333,-99.015,1,"Home Port - Hammond, LA","On 20 January 2019 at 1930 UTC (1430 EST) an Emergency Locator Transmitter (ELT) was detected at 28 18.8N 099 00.9W, 10 miles south of Los Angeles, TX. It was activated when a single-engine aircraft, with 1 person on board, crashed. The Air Force Rescue Coordination Center (AFRCC) received the alert and made contact with the owner, who was unsure of the status of the aircraft. The AFRCC notified the Webb County Sheriff's Department, which dispatched units to the SARSAT position that assisted the uninjured pilot from the wreckage. "
"Home Port - Soldotna, AK
On 22 January 2019 at 1753 UTC (1253 EST) an Emergency Locator Transmitter (ELT) was detected at 60 54.4N 150 11.0W, 16 miles south of Anchorage, AK. It was automatically activated when a single-engine propeller aircraft, with 1 person on board, crashed in a remote area. The Alaska Rescue Coordination Center received the alert and launched an Alaska Air National Guard rescue helicopter to the scene. The aircrew located the injured pilot and transported him to a hospital in Anchorage for treatment. 
1 SARSAT RESCUE
",01/22/2019,ELT,A,"ELT (Emergency Locator Transponder, Aviation Applications)",60.90666667,-150.1833333,1,"Home Port - Soldotna, AK","On 22 January 2019 at 1753 UTC (1253 EST) an Emergency Locator Transmitter (ELT) was detected at 60 54.4N 150 11.0W, 16 miles south of Anchorage, AK. It was automatically activated when a single-engine propeller aircraft, with 1 person on board, crashed in a remote area. The Alaska Rescue Coordination Center received the alert and launched an Alaska Air National Guard rescue helicopter to the scene. The aircrew located the injured pilot and transported him to a hospital in Anchorage for treatment. "
"Home Port - Arleta, CA
On 27 January 2019 at 1812 UTC ( 1312 EST) a Personal Locator Beacon (PLB) was detected at 34 17.1N 117 49.6W, 1 mile southeast of Falling Springs, CA in the Angeles National Forest. It was activated when the beacon owner came upon an injured motorist. The Air Force Rescue Coordination Center received the alert and notified the California Office of Emergency Services, which notified local authorities. The Los Angeles County Police Department diverted a helicopter to the scene and transported the motorist to a hospital for medical attention. 
1 SARSAT RESCUE
",01/27/2019,PLB,T,PLB (Personal Locator Beacon),34.285,-117.8266667,1,"Home Port - Arleta, CA","On 27 January 2019 at 1812 UTC ( 1312 EST) a Personal Locator Beacon (PLB) was detected at 34 17.1N 117 49.6W, 1 mile southeast of Falling Springs, CA in the Angeles National Forest. It was activated when the beacon owner came upon an injured motorist. The Air Force Rescue Coordination Center received the alert and notified the California Office of Emergency Services, which notified local authorities. The Los Angeles County Police Department diverted a helicopter to the scene and transported the motorist to a hospital for medical attention. "
"Home Port - St. Croix, USVI
On 28 January 2019 at 0038 UTC (1938 27 Jan EST) a Personal Locator Beacon (PLB) was detected at 17 56.9N 064 45.3W, 12 NM north of St. Croix, USVI. It was activated when a 30-foot pleasure craft, with 4 people on board, began taking on water. Prior to the alert, Coast Guard Sector San Juan received a distress call via radio and cell phone and launched a helicopter from Air Station Borinquen and a response boat from Boat Forces St. Croix. Using the SARSAT alert location received in an Urgent Marine Information Broadcast, a Good Samaritan vessel, ISLAND TIME, rescued the uninjured boaters from the water and provided a tow to Frederiksted, St. Croix. 
4 SARSAT RESCUES
",01/28/2019,PLB,M,PLB (Personal Locator Beacon),17.94833333,-64.755,4, ,"On 28 January 2019 at 0038 UTC (1938 27 Jan EST) a Personal Locator Beacon (PLB) was detected at 17 56.9N 064 45.3W, 12 NM north of St. Croix, USVI. It was activated when a 30-foot pleasure craft, with 4 people on board, began taking on water. Prior to the alert, Coast Guard Sector San Juan received a distress call via radio and cell phone and launched a helicopter from Air Station Borinquen and a response boat from Boat Forces St. Croix. Using the SARSAT alert location received in an Urgent Marine Information Broadcast, a Good Samaritan vessel, ISLAND TIME, rescued the uninjured boaters from the water and provided a tow to Frederiksted, St. Croix. "
"Home Port - Barrow, AK
On 31 January 2019 at 2336 UTC (1836 EST) a Personal Locator Beacon (PLB) was detected at 68 13.7N 166 02.2W, 10 miles northwest of Chariot, AK. It was activated by the driver of a snowmobile after it malfunctioned. The Alaska Rescue Coordination Center received the alert and contacted North Slope Borough Search and Rescue authorities, who located the individual and transported him to safety.
1 SARSAT RESCUE
",01/31/2019,PLB,T,PLB (Personal Locator Beacon),68.22833333,-166.0366667,1,"Home Port - Barrow, AK","On 31 January 2019 at 2336 UTC (1836 EST) a Personal Locator Beacon (PLB) was detected at 68 13.7N 166 02.2W, 10 miles northwest of Chariot, AK. It was activated by the driver of a snowmobile after it malfunctioned. The Alaska Rescue Coordination Center received the alert and contacted North Slope Borough Search and Rescue authorities, who located the individual and transported him to safety."
